,video_file,start_tone,middle_tone,end_tone,Transition_val,social_message,Topic,Split,clip_feature_path,Link
113,sparkle_gourmet_chicken_nuggets.mp4,positive,positive,positive,No transition,No,Household,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/sparkle_gourmet_chicken_nuggets.pkl,https://www.youtube.com/embed/5Li5ek5M4r8
114,loctite_worlds_strongest_men_vs_loctite_super_bonder_ultra.mkv,positive,negative,negative,Transition,No,Household,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/loctite_worlds_strongest_men_vs_loctite_super_bonder_ultra.pkl,https://www.youtube.com/embed/uR0uT7Nvc0U
115,volkswagen_luxury_you_cant_give_up.webm,positive,positive,positive,No transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/volkswagen_luxury_you_cant_give_up.pkl,https://www.youtube.com/embed/QlJkrt6orrg
116,bmw_retrospect.mp4,negative,negative,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bmw_retrospect.pkl,https://player.vimeo.com/video/196458796
117,petsafe_catspiracy_2.mkv,negative,negative,positive,Transition,No,Misc,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/petsafe_catspiracy_2.pkl,https://www.youtube.com/embed/dG_-dnjBGJo
118,brawny_generations_of_strength.mkv,positive,positive,positive,No transition,Yes,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/brawny_generations_of_strength.pkl,https://www.youtube.com/embed/8agBV0cU7Po
119,ikea_her_cats_now_theres_choice.mkv,negative,positive,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ikea_her_cats_now_theres_choice.pkl,https://www.youtube.com/embed/dgg9jZHpjbo
120,nissan_stories_by_the_million_parking.mp4,neutral,neutral,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nissan_stories_by_the_million_parking.pkl,https://player.vimeo.com/video/144336709
121,ford_when_you_wish_upon_a_star.mp4,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ford_when_you_wish_upon_a_star.pkl,https://player.vimeo.com/video/115032957
122,dacia_the_bagel.mkv,negative,negative,positive,Transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/dacia_the_bagel.pkl,https://www.youtube.com/embed/y4hFnSUBEjw
123,high_mighty_hangxiety.webm,neutral,neutral,positive,Transition,No,Household,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/high_mighty_hangxiety.pkl,https://www.youtube.com/embed/ljgekGYL8QI
124,nidera_seeds_ser_de_campo.mp4,neutral,positive,positive,Transition,No,Industrial and agriculture,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nidera_seeds_ser_de_campo.pkl,https://www.youtube.com/embed/g7jAexd_V68
125,honda_honda_kog.mp4,neutral,neutral,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/honda_honda_kog.pkl,https://www.youtube.com/embed/E9BCcKJD1Bw
126,audi_i_want_to.mp4,positive,positive,positive,No transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/audi_i_want_to.pkl,https://player.vimeo.com/video/119576727
127,reverie_reverie_for_exhausted_moms.mkv,positive,positive,positive,No transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/reverie_reverie_for_exhausted_moms.pkl,https://www.youtube.com/embed/UGBBJOBYMbc
128,leroy_merlin_bathroom.mkv,negative,positive,positive,Transition,No,Household,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/leroy_merlin_bathroom.pkl,https://www.youtube.com/embed/nbzyrK6AmQ8
129,xlbygg_the_viking.mp4,positive,negative,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/xlbygg_the_viking.pkl,https://www.youtube.com/embed/Bptn9gCMeNg
130,lincoln_the_2019_lincoln_navigator_sanctuary.mp4,negative,positive,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/lincoln_the_2019_lincoln_navigator_sanctuary.pkl,https://www.youtube.com/embed/wC_vc8QW5HA
131,less_mess_storage_suzy.webm,positive,negative,negative,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/less_mess_storage_suzy.pkl,https://www.youtube.com/embed/BQMgIljSiIw
132,volvo_nordic_landscapes.mkv,neutral,positive,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/volvo_nordic_landscapes.pkl,https://www.youtube.com/embed/Tr88fYKMnNg
133,land_rover_the_land_of_land_rovers.webm,neutral,positive,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/land_rover_the_land_of_land_rovers.pkl,https://www.youtube.com/embed/YNXU1IR2LR8
134,shell_skydiving_car.mkv,neutral,positive,positive,Transition,No,Industrial and agriculture,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/shell_skydiving_car.pkl,https://www.youtube.com/embed/3L-f-gshogc
135,caterpillar_tug_of_war.mp4,negative,positive,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/caterpillar_tug_of_war.pkl,https://www.youtube.com/embed/eS9D1VqBcmI
136,glad_torture_tests.mkv,positive,negative,positive,Transition,No,Household,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/glad_torture_tests.pkl,https://www.youtube.com/embed/cHlOtiJnFsI
137,mini_dont_fence_me_in.mp4,neutral,positive,positive,Transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/mini_dont_fence_me_in.pkl,https://www.youtube.com/embed/niT6JWbXEJY
138,yeti_sword.mkv,positive,neutral,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/yeti_sword.pkl,https://www.youtube.com/embed/sc0P55nSb2o
139,napa_auto_parts_grandmas_car.mkv,neutral,neutral,neutral,No transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/napa_auto_parts_grandmas_car.pkl,https://www.youtube.com/embed/Hcs9dK5azZ4
140,lexus_lexus_es_amazing_world.mp4,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/lexus_lexus_es_amazing_world.pkl,https://player.vimeo.com/video/289014038
141,bentley_the_new_continental_gt_has_arrived.mkv,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bentley_the_new_continental_gt_has_arrived.pkl,https://www.youtube.com/embed/oWuY_0gzNMU
142,infiniti_study_of_power.mp4,neutral,positive,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/infiniti_study_of_power.pkl,https://player.vimeo.com/video/245794434
143,napa_auto_parts_the_power_commuter.mkv,positive,positive,positive,No transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/napa_auto_parts_the_power_commuter.pkl,https://www.youtube.com/embed/ISblyV3u5ck
144,dingo_rawhides_raw_happiness_films_tennis.mkv,positive,positive,positive,No transition,No,Misc,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/dingo_rawhides_raw_happiness_films_tennis.pkl,https://www.youtube.com/embed/DHOffXNIdac
145,ikea_good_solutions_for_bad_habits_6.mp4,negative,negative,positive,Transition,No,Household,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ikea_good_solutions_for_bad_habits_6.pkl,https://www.youtube.com/embed/ASYwt_6BmJU
146,volkswagen_the_school.mkv,neutral,neutral,neutral,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/volkswagen_the_school.pkl,https://www.youtube.com/embed/W9SCKpiIjyk
147,fram_speakers.mkv,neutral,neutral,positive,Transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/fram_speakers.pkl,https://www.youtube.com/embed/eqX-NQthKC4
148,ronseal_do_the_diy_fence_life_plus.mp4,positive,negative,positive,Transition,No,Household,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ronseal_do_the_diy_fence_life_plus.pkl,https://www.youtube.com/embed/ok7_dY-IsCs
149,rug_doctor_dirty_water.mp4,neutral,negative,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/rug_doctor_dirty_water.pkl,https://www.youtube.com/embed/7GjV4n9YYRg/l/PLb8TKKOriavtjcPVZ7Hh7M2bm9Z4Y8bSg
150,southern_nevada_water_authority_future_tripping.mkv,negative,neutral,positive,Transition,No,Industrial and agriculture,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/southern_nevada_water_authority_future_tripping.pkl,https://www.youtube.com/embed/1lPUma6oyFs
151,toyota_ten_in_a_yaris.mkv,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/toyota_ten_in_a_yaris.pkl,https://www.youtube.com/embed/17WAW22FlRA
152,adnoc_official_partner.mp4,neutral,neutral,positive,Transition,No,Industrial and agriculture,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/adnoc_official_partner.pkl,https://player.vimeo.com/video/326543756
153,ford_paintball.mkv,positive,negative,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ford_paintball.pkl,https://www.youtube.com/embed/0DmosFR5jW8
154,iams_share_the_love.mp4,positive,positive,positive,No transition,No,Misc,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/iams_share_the_love.pkl,https://player.vimeo.com/video/75340081
155,avis_caddie.mkv,neutral,positive,positive,Transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/avis_caddie.pkl,https://www.youtube.com/embed/7RH7MgpOPJ8
156,honda_sometimes_my19_honda_passport_30.mkv,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/honda_sometimes_my19_honda_passport_30.pkl,https://www.youtube.com/embed/4n4wJzWMDkE
157,84_lumber_mars.webm,neutral,positive,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/84_lumber_mars.pkl,https://www.youtube.com/embed/Jn5KbQYYFIc
158,michelin_arm_yourself.mp4,positive,negative,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/michelin_arm_yourself.pkl,https://player.vimeo.com/video/123821977
159,renault_roadtrip.webm,positive,negative,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/renault_roadtrip.pkl,https://www.youtube.com/embed/fXMIOBZePiM
160,my_dog_park.webm,positive,positive,positive,No transition,No,Misc,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/my_dog_park.pkl,https://www.youtube.com/embed/PmS-FCy8m70
161,phase_moments.mp4,positive,positive,positive,No transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/phase_moments.pkl,https://player.vimeo.com/video/333291990
162,peugeot_dakar.mkv,positive,positive,positive,No transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/peugeot_dakar.pkl,https://www.youtube.com/embed/9FiAKmKBubY
163,bmw_aurora_straus_power_has_come_a_long_way.mkv,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bmw_aurora_straus_power_has_come_a_long_way.pkl,https://www.youtube.com/embed/_MZ9X3J3QuI
164,slomins_home_security_systems_protect_your_house.mp4,negative,positive,positive,Transition,No,Household,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/slomins_home_security_systems_protect_your_house.pkl,https://www.youtube.com/embed/YcieUgtTMtA
165,godrej_suituptoallergy.mp4,negative,negative,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/godrej_suituptoallergy.pkl,https://www.youtube.com/embed/6oBZx-60nL0
166,purina_this_old_horse.mkv,neutral,positive,positive,Transition,No,Misc,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/purina_this_old_horse.pkl,https://www.youtube.com/embed/_vE3Nm8960s
167,airstream_introducing_nest_by_airstreamtm_travel_trailer.mkv,neutral,neutral,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/airstream_introducing_nest_by_airstreamtm_travel_trailer.pkl,https://www.youtube.com/embed/8rLOKBRlbLs
168,neve_metaphors.mkv,neutral,positive,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/neve_metaphors.pkl,https://www.youtube.com/embed/zAgK8OzsYDw
169,pet_supplies_plus_big_box_vs_small_box.mkv,neutral,positive,positive,Transition,No,Misc,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/pet_supplies_plus_big_box_vs_small_box.pkl,https://www.youtube.com/embed/1W_56LQxmHk
170,glidden_extremely_durable_moments.mp4,negative,positive,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/glidden_extremely_durable_moments.pkl,https://player.vimeo.com/video/332692383
171,jeep_jeep_juventus_terrains.mkv,positive,positive,positive,No transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/jeep_jeep_juventus_terrains.pkl,https://www.youtube.com/embed/7PslAEAom7w
172,advance_auto_parts_that_feeling.webm,positive,positive,positive,No transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/advance_auto_parts_that_feeling.pkl,https://www.youtube.com/embed/yAGOX4N343Y
173,ikea_my_way.mp4,positive,positive,positive,No transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ikea_my_way.pkl,https://player.vimeo.com/video/186397905
174,st1_but_i_wont_do_that.mkv,negative,negative,positive,Transition,No,Industrial and agriculture,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/st1_but_i_wont_do_that.pkl,https://www.youtube.com/embed/QbwIPmPfpgk
175,schmackos_the_golden_retriever.mp4,positive,negative,positive,Transition,No,Misc,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/schmackos_the_golden_retriever.pkl,https://player.vimeo.com/video/179140083
176,engie_gdf_suez_is_now_engie.mp4,positive,positive,positive,No transition,No,Industrial and agriculture,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/engie_gdf_suez_is_now_engie.pkl,https://player.vimeo.com/video/130871801
177,bonami_the_cat.mp4,negative,negative,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bonami_the_cat.pkl,https://player.vimeo.com/video/238832054
178,toyota_toyota_prius_weirdos.mkv,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/toyota_toyota_prius_weirdos.pkl,https://www.youtube.com/embed/msQVCFd2IrE
179,opel_un_nouvel_eclair.mp4,neutral,positive,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/opel_un_nouvel_eclair.pkl,https://www.youtube.com/embed/oGqusYx2ZeY
180,volkswagen_behind_the_wheel.mkv,neutral,positive,positive,Transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/volkswagen_behind_the_wheel.pkl,https://www.youtube.com/embed/s1yH19lgVNU
181,volkswagen_influence.mkv,neutral,neutral,neutral,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/volkswagen_influence.pkl,https://www.youtube.com/embed/IiRC9nyPGMI
182,jaguar_jaguar_epace_the_crossing.mkv,neutral,positive,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/jaguar_jaguar_epace_the_crossing.pkl,https://www.youtube.com/embed/39OrdwaT-Oo/l/PL96v2LvVrUSNEo85qJh9Ave6ofzJ7-1Hd
183,smart_epic.mp4,negative,neutral,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/smart_epic.pkl,https://player.vimeo.com/video/195025375
184,invita_brass_dedicated_to_your_dream.mp4,neutral,positive,positive,Transition,No,Household,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/invita_brass_dedicated_to_your_dream.pkl,https://player.vimeo.com/video/285841714
185,camimex_cineminuto.mkv,positive,positive,positive,No transition,Yes,Industrial and agriculture,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/camimex_cineminuto.pkl,https://www.youtube.com/embed/4--MSZcq8_o
186,barkod_ic_mimarlik_fathers_day.mkv,positive,positive,positive,No transition,No,Household,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/barkod_ic_mimarlik_fathers_day.pkl,https://www.youtube.com/embed/xK6IHdkiFxA
